date_disclosed,project_name,document_type,project_number,project_url,product_line,company_name,country,ifc_country_code,industry,environmental_category,department,status,projected_board_date,ifc_approval_date,ifc_signed_date,ifc_invested_date,ifc_investment_for_risk_managementmillion__usd,ifc_investment_for_guaranteemillion__usd,ifc_investment_for_loanmillion__usd,ifc_investment_for_equitymillion__usd,total_ifc_investment_as_approved_by_boardmillion__usd,wb_country_code,as_of_date
22-Aug-2013,Daewoo Intercity,Summary of Investment Information (AIP Policy 2012),33292,https://disclosures.ifc.org/project-detail/SII/33292/daewoo-intercity,Loan,DAEWOO PAKISTAN EXPRESS BUS SERVICE LIMITED,Pakistan,PAK,Infrastructure,B,Regional Industry INF MCT,Completed,23-Sep-2013,19-Dec-2013,27-Mar-2014,,,,20.01,,20.01,PK,15-Sep-2024
25-Jan-2013,Bhilwara Captive,Summary of Investment Information (AIP Policy 2012),33351,https://disclosures.ifc.org/project-detail/SII/33351/bhilwara-captive,Loan,LNJ POWER VENTURES LIMITED,India,IND,Infrastructure,B,Regional Industry - INF Asia & Pac,Completed,28-Feb-2013,20-Mar-2013,22-Mar-2013,08-May-2013,,,7.56,,7.56,IN,15-Sep-2024
29-Apr-2013,Kurum International SH.A.,Summary of Investment Information (AIP Policy 2012),33378,https://disclosures.ifc.org/project-detail/SII/33378/kurum-international-sh.a.,Loan,KURUM INTERNATIONAL SH.A.,Albania,ALB,Infrastructure,B,Regional Industry MAS LAC & EUR,Active,31-May-2013,12-Sep-2013,19-Dec-2013,12-Mar-2014,,,44.91,,44.91,AL,15-Sep-2024
03-Oct-2013,Adjaristsqali Georgia LLC,Summary of Investment Information (AIP Policy 2012),33435,https://disclosures.ifc.org/project-detail/SII/33435/adjaristsqali-georgia-llc,Loan,Adjaristsqali Georgia LLC(Limited liability Company),Georgia,GEO,Infrastructure,A,Regional Industry INF LAC & EUR,Active,04-Dec-2013,01-May-2014,20-May-2014,07-Nov-2014,,,71.0,34.0,105.0,GE,15-Sep-2024
10-Feb-2014,Vorotan Hydros,Summary of Investment Information (AIP Policy 2012),33450,https://disclosures.ifc.org/project-detail/SII/33450/vorotan-hydros,Loan,CONTOURGLOBAL HYDRO CASCADE CJSC,Armenia,ARM,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Completed,18-Mar-2014,14-Apr-2014,24-Jul-2015,28-Jul-2015,,,16.66,7.14,23.799999,AM,15-Sep-2024
17-May-2013,SunEdison Merchant,Summary of Investment Information (AIP Policy 2012),33456,https://disclosures.ifc.org/project-detail/SII/33456/sunedison-merchant,Loan,San Andres SpA,Chile,,Infrastructure,B,Regional Industry INF LAC & EUR,Active,18-Jun-2013,26-Jun-2013,05-Nov-2013,26-Nov-2013,,,38.0,,38.0,CL,15-Sep-2024
10-Jun-2015,United Ashuganj Energy Ltd.,Summary of Investment Information (AIP Policy 2012),33479,https://disclosures.ifc.org/project-detail/SII/33479/united-ashuganj-energy-ltd.,Loan,UNITED ASHUGANJ ENERGY LTD,Bangladesh,BAN,Infrastructure,A,Regional Industry - INF Asia & Pac,Completed,10-Aug-2015,19-Jan-2016,17-May-2016,30-Jan-2017,,,41.0,2.5,43.5,BD,15-Sep-2024
22-Aug-2013,Metro Power Company Limited,Summary of Investment Information (AIP Policy 2012),33496,https://disclosures.ifc.org/project-detail/SII/33496/metro-power-company-limited,Loan,METRO POWER COMPANY LIMITED,Pakistan,PAK,Infrastructure,B,Regional Industry INF MCT,Active,27-Sep-2013,17-Dec-2013,14-Apr-2014,24-Mar-2015,,,22.5,3.26,25.76,PK,15-Sep-2024
01-Jul-2013,Umeme Capex,Summary of Investment Information (AIP Policy 2012),33500,https://disclosures.ifc.org/project-detail/SII/33500/umeme-capex,Loan,UMEME LTD,Uganda,UAN,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Active,02-Aug-2013,09-Aug-2013,12-Nov-2013,19-Dec-2013,,,70.0,,70.0,UG,15-Sep-2024
14-Jan-2014,Ghana Grid Company Limited,Summary of Investment Information (AIP Policy 2012),33512,https://disclosures.ifc.org/project-detail/SII/33512/ghana-grid-company-limited,Loan,GHANA GRID CO LTD,Ghana,GHA,Infrastructure,B,Regional Industry - INF Africa,Hold,20-Feb-2014,03-Apr-2014,,,,,65.0,,65.0,GH,15-Sep-2024
10-Oct-2013,Enel Wind Brazil,Summary of Investment Information (AIP Policy 2012),33579,https://disclosures.ifc.org/project-detail/SII/33579/enel-wind-brazil,Loan,ENEL GREEN POWER BRASIL PARTICIPACOES LTDA.,Brazil,BRA,Infrastructure,A,Regional Industry INF LAC & EUR,Completed,12-Dec-2013,12-Dec-2013,09-May-2014,06-Aug-2014,,,200.0,,200.0,BR,15-Sep-2024
02-Aug-2013,Botosani Heating,Summary of Investment Information (AIP Policy 2012),33606,https://disclosures.ifc.org/project-detail/SII/33606/botosani-heating,Loan,MUNICIPALITY BOTOSANI,Romania,ROM,Infrastructure,B,Regional Industry INF LAC & EUR,Completed,03-Sep-2013,25-Sep-2013,28-Oct-2013,19-Nov-2013,,,10.0,,10.0,RO,15-Sep-2024
26-Apr-2013,Vento Brazil,Summary of Investment Information (AIP Policy 2012),33642,https://disclosures.ifc.org/project-detail/SII/33642/vento-brazil,Equity,CPFL ENERGIAS RENOVAVEIS S/A,Brazil,BRA,Infrastructure,A,Regional Industry INF LAC & EUR,Completed,27-Jun-2013,27-Jun-2013,08-Jul-2013,18-Jul-2013,,,,71.080002,71.080002,BR,15-Sep-2024
11-Jun-2014,MTI Environment,Summary of Investment Information (AIP Policy 2012),33670,https://disclosures.ifc.org/project-detail/SII/33670/mti-environment,Equity,MTI ENVIRONMENT GROUP LTD,China,CHA,Infrastructure,B,Regional Industry - INF Asia & Pac,Completed,12-Jul-2014,01-Dec-2014,07-Apr-2015,28-Aug-2015,,,,4.0,4.0,CN,15-Sep-2024
20-Sep-2013,ACWA Equity,Summary of Investment Information (AIP Policy 2012),33736,https://disclosures.ifc.org/project-detail/SII/33736/acwa-equity,Equity,INTERNATIONAL COMPANY FOR WATER AND POWER PROJECTS,"Middle East, Pakistan, and Afg Region",,Infrastructure,A,Regional Industry INF MCT,Completed,21-Nov-2013,05-Dec-2013,11-Jun-2014,29-Aug-2014,,,,99.989998,99.989998,,15-Sep-2024
10-Oct-2014,CMSA Manzanillo,Summary of Investment Information (AIP Policy 2012),33776,https://disclosures.ifc.org/project-detail/SII/33776/cmsa-manzanillo,Loan,"Contecon Manzanillo, S.A. de C.V.",Mexico,MXC,Infrastructure,A,Regional Industry INF LAC & EUR,Completed,15-Dec-2014,07-Jan-2015,21-Oct-2015,23-Dec-2015,,,65.0,,65.0,MX,15-Sep-2024
10-Apr-2014,Vix Logistica,Summary of Investment Information (AIP Policy 2012),33782,https://disclosures.ifc.org/project-detail/SII/33782/vix-logistica,Equity,VIX LOGISTICA S/A.,Brazil,BRA,Infrastructure,B,Regional Industry INF LAC & EUR,Completed,22-May-2014,20-May-2014,21-Oct-2014,22-Dec-2014,,,,76.029999,76.029999,BR,15-Sep-2024
19-Dec-2014,Dolovo Wind,Summary of Investment Information (AIP Policy 2012),33839,https://disclosures.ifc.org/project-detail/SII/33839/dolovo-wind,Risk Management,VETROELEKTRANE BALKANA D.O.O,Serbia,SRB,Infrastructure,A,Regional Industry INF LAC & EUR,Completed,30-Sep-2017,06-Oct-2017,16-Oct-2017,09-May-2018,3.0,,70.879997,,73.879997,YF,15-Sep-2024
11-Jun-2013,Tobene,Summary of Investment Information (AIP Policy 2012),33841,https://disclosures.ifc.org/project-detail/SII/33841/tobene,Loan,TOBENE POWER SA,Senegal,SEN,Infrastructure,A,Gbl Infrastructure & Natural Resources,Active,17-Oct-2013,19-Dec-2013,06-Aug-2014,03-Sep-2015,,,41.400002,4.83,46.220001,SN,15-Sep-2024
10-Feb-2014,Asahan 1 Hydro Electric Power Plant,Summary of Investment Information (AIP Policy 2012),33853,https://disclosures.ifc.org/project-detail/SII/33853/asahan-1-hydro-electric-power-plant,Loan,"BAJRADAYA SENTRANUSA, PT",Indonesia,INS,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Active,26-Mar-2014,30-Apr-2014,28-May-2014,29-Sep-2014,,,75.0,7.5,82.5,ID,15-Sep-2024
24-Oct-2013,Mersin Port,Summary of Investment Information (AIP Policy 2012),33943,https://disclosures.ifc.org/project-detail/SII/33943/mersin-port,Loan,MERSIN ULUSLARARASI LIMAN ISLETMECILIGI ANONIM SIRKETI,Turkiye,,Infrastructure,B,Regional Industry - INF ECA,Completed,25-Oct-2013,08-Jul-2013,31-Jul-2013,12-Aug-2013,,,75.0,,75.0,TR,15-Sep-2024
02-May-2014,Xina Solar One (Pty) Ltd,Summary of Investment Information (AIP Policy 2012),34051,https://disclosures.ifc.org/project-detail/SII/34051/xina-solar-one-(pty)-ltd,Risk Management,Xina Solar One RF (Pty) Ltd,South Africa,SOU,Infrastructure,B,Regional Industry - INF Africa,Active,16-Jun-2014,09-Jul-2014,13-Feb-2015,01-Jul-2015,5.0,,47.150002,,52.150002,ZA,15-Sep-2024
17-Jan-2014,China Three Gorges South Asia Investment Limited,Summary of Investment Information (AIP Policy 2012),34062,https://disclosures.ifc.org/project-detail/SII/34062/china-three-gorges-south-asia-investment-limited,Equity,CHINA THREE GORGES SOUTH ASIA INVESTMENT LIMITED,Pakistan,PAK,Infrastructure,A,Regional Industry INF MCT,Active,20-Mar-2014,01-May-2014,22-Nov-2014,19-May-2016,,,,125.0,125.0,PK,15-Sep-2024
31-Jan-2014,Rudine WPP,Summary of Investment Information (AIP Policy 2012),34079,https://disclosures.ifc.org/project-detail/SII/34079/rudine-wpp,Loan,VJETROELEKTRANA RUDINE d.o.o.,Croatia,HRV,Infrastructure,B,Regional Industry INF LAC & EUR,Completed,14-Mar-2014,11-Jun-2014,04-Sep-2014,15-Oct-2014,,,27.219999,,27.219999,HR,15-Sep-2024
24-Mar-2014,Sunergise Equity,Summary of Investment Information (AIP Policy 2012),34235,https://disclosures.ifc.org/project-detail/SII/34235/sunergise-equity,Equity,SUNERGISE INTERNATIONAL LIMITED,East Asia and Pacific Region,EAP,Infrastructure,B,Regional Industry - INF Asia & Pac,Completed,25-Apr-2014,28-May-2014,30-May-2014,14-Aug-2014,,,,2.0,2.0,EAP,15-Sep-2024
17-Jan-2014,Izmir tramway,Summary of Investment Information (AIP Policy 2012),34306,https://disclosures.ifc.org/project-detail/SII/34306/izmir-tramway,Loan,Izmir Metropolitan Municipality,Turkiye,,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Active,19-Feb-2014,19-Feb-2014,04-Mar-2014,20-Oct-2014,,,74.519997,,74.519997,TR,15-Sep-2024
12-May-2015,SETRAG,Summary of Investment Information (AIP Policy 2012),34400,https://disclosures.ifc.org/project-detail/SII/34400/setrag,Loan,SOCIETE D'EXPLOITATION DU TRANSGABONAIS,Gabon,,Infrastructure,B,Gbl Infrastructure & Natural Resources,Active,15-Jun-2015,14-Jun-2016,26-Jun-2016,24-Mar-2017,,,50.18,,50.18,GA,15-Sep-2024
13-May-2014,Luz del Norte,Summary of Investment Information (AIP Policy 2012),34405,https://disclosures.ifc.org/project-detail/SII/34405/luz-del-norte,Loan,Parque Fotovoltaico Luz del Norte SpA,Chile,,Infrastructure,B,Regional Industry INF LAC & EUR,Completed,16-Jun-2014,13-Jun-2014,22-Aug-2014,24-Sep-2014,,,60.0,,60.0,CL,15-Sep-2024
30-Apr-2014,Mekong Enterprise Fund III L.P.,Summary of Investment Information (AIP Policy 2012),34408,https://disclosures.ifc.org/project-detail/SII/34408/mekong-enterprise-fund-iii-l.p.,Equity,Mekong Enterprise Fund III Limited Partnership,Viet Nam,VNM,Infrastructure,FI-2,"Disruptive Tech, Service & Funds",Active,02-Jun-2014,10-Jun-2014,26-Jun-2014,17-Jul-2015,,,,15.0,15.0,VN,15-Sep-2024
11-Dec-2014,Cube Highways,Summary of Investment Information (AIP Policy 2012),34415,https://disclosures.ifc.org/project-detail/SII/34415/cube-highways,Loan,CUBE HIGHWAYS AND INFRASTRUCTURE PTE LTD.,India,IND,Infrastructure,A,CN4S5 - Regional Industry - INF Asia & Pac/Infrastructure - CSA,Active,11-Dec-2014,11-Dec-2014,15-Apr-2015,28-Apr-2015,,,150.0,100.0,250.0,IN,15-Sep-2024
02-Jun-2014,Powergrid Equity,Summary of Investment Information (AIP Policy 2012),34442,https://disclosures.ifc.org/project-detail/SII/34442/powergrid-equity,Equity,POWER GRID CORPORATION OF INDIA LIMITED,India,IND,Infrastructure,A,Regional Industry - INF Asia & Pac,Completed,21-Nov-2013,21-Nov-2013,25-Nov-2013,04-Dec-2013,,,,199.110001,199.110001,IN,15-Sep-2024
11-Apr-2014,Emerald Sri Lanka Fund I Limited,Summary of Investment Information (AIP Policy 2012),34483,https://disclosures.ifc.org/project-detail/SII/34483/emerald-sri-lanka-fund-i-limited,Equity,Emerald Sri Lanka Fund I Limited,Sri Lanka,SRI,Infrastructure,FI-2,"Disruptive Tech, Service & Funds",Active,13-May-2014,29-May-2014,15-Dec-2014,16-Apr-2015,,,,10.0,10.0,LK,15-Sep-2024
28-Apr-2014,Queen Alia II,Summary of Investment Information (AIP Policy 2012),34536,https://disclosures.ifc.org/project-detail/SII/34536/queen-alia-ii,Loan,AIRPORT INTERNATIONAL GROUP,Jordan,JOR,Infrastructure,B,Regional Industry INF MCT,Active,30-May-2014,02-Jun-2014,29-Jun-2014,22-Oct-2014,,,21.200001,,21.200001,JO,15-Sep-2024
11-Nov-2014,HKA,Summary of Investment Information (AIP Policy 2012),34552,https://disclosures.ifc.org/project-detail/SII/34552/hka,Loan,HEKSAGON KATI ATIK YONETIMI SANAYI VE TICARET ANONIM SIRKETI,Turkiye,,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Completed,15-Dec-2014,07-Mar-2016,28-May-2015,09-Oct-2015,,,50.0,20.0,70.0,TR,15-Sep-2024
14-Mar-2014,DJEPL and UUPPL,Summary of Investment Information (AIP Policy 2012),34565,https://disclosures.ifc.org/project-detail/SII/34565/djepl-and-uuppl,Loan,DJ ENERGY PRIVATE LIMITED,India,IND,Infrastructure,B,Regional Industry - INF Asia & Pac,Completed,28-Apr-2014,17-Apr-2014,30-May-2014,28-Oct-2014,,,50.029999,,50.029999,IN,15-Sep-2024
23-Dec-2013,Ioxus,Summary of Investment Information (AIP Policy 2012),34585,https://disclosures.ifc.org/project-detail/SII/34585/ioxus,Equity,"Ioxus, Inc.",World Region,WLD,Infrastructure,C,"TMT, Venture Capital &amp; Funds",Completed,14-Feb-2014,28-Feb-2014,24-Mar-2014,26-Mar-2014,,,,5.0,5.0,99,15-Sep-2024
01-Aug-2018,Acajutla LNG,Summary of Investment Information (AIP Policy 2012),34588,https://disclosures.ifc.org/project-detail/SII/34588/acajutla-lng,Risk Management,ENERGIA DEL PACIFICO S.A. DE C.V.,El Salvador,ESL,Infrastructure,A,Regional Industry - INF LAC,Active,14-Dec-2018,06-Jun-2019,20-Nov-2019,20-Dec-2019,3.0,,85.0,,88.0,SV,15-Sep-2024
28-Apr-2014,"Port Lafito, S.A.",Summary of Investment Information (AIP Policy 2012),34593,https://disclosures.ifc.org/project-detail/SII/34593/port-lafito-s.a.,Loan,PORT LAFITO S A,Haiti,HAI,Infrastructure,B,Regional Industry INF LAC & EUR,Completed,30-May-2014,08-Jul-2014,18-Sep-2014,30-Sep-2014,,,12.0,2.97,14.97,HT,15-Sep-2024
27-Jun-2014,Penonome Wind,Summary of Investment Information (AIP Policy 2012),34810,https://disclosures.ifc.org/project-detail/SII/34810/penonome-wind,Risk Management,"UEP Penonome II, S.A.",Panama,PAN,Infrastructure,B,Regional Industry INF LAC & EUR,Completed,31-Jul-2014,02-Dec-2014,09-Dec-2014,29-Dec-2014,3.0,,66.0,20.0,89.0,PA,15-Sep-2024
30-Jun-2014,HDB,Summary of Investment Information (AIP Policy 2012),34846,https://disclosures.ifc.org/project-detail/SII/34846/hdb,Equity,HIDROVIAS DO BRASIL SA,Brazil,BRA,Infrastructure,A,Regional Industry INF LAC & EUR,Active,01-Sep-2014,02-Sep-2014,23-Jan-2015,18-Mar-2015,,,,30.0,30.0,BR,15-Sep-2024
15-Aug-2014,Pacifico Solar,Summary of Investment Information (AIP Policy 2012),34975,https://disclosures.ifc.org/project-detail/SII/34975/pacifico-solar,Loan,"Participaciones Choluteca Dos, S.A.",Honduras,HDS,Infrastructure,B,Regional Industry INF LAC & EUR,Completed,15-Sep-2014,30-Sep-2014,04-Dec-2014,19-Dec-2014,,,46.0,,46.0,HN,15-Sep-2024
04-Nov-2014,Izmir Railcars,Summary of Investment Information (AIP Policy 2012),35012,https://disclosures.ifc.org/project-detail/SII/35012/izmir-railcars,Loan,Izmir Metropolitan Municipality,Turkiye,,Infrastructure,B,Regional Industry INF MCT,Active,08-Dec-2014,16-Dec-2014,26-Dec-2014,15-Dec-2015,,,24.950001,,24.950001,TR,15-Sep-2024
28-Aug-2014,Azure Clean,Summary of Investment Information (AIP Policy 2012),35058,https://disclosures.ifc.org/project-detail/SII/35058/azure-clean,Loan,AZURE CLEAN ENERGY PRIVATE LIMITED,India,IND,Infrastructure,B,Regional Industry - INF Asia & Pac,Completed,30-Sep-2014,02-Oct-2014,31-Oct-2014,27-Mar-2015,,,13.94,,13.94,IN,15-Sep-2024
24-Sep-2014,Valle Solar PV,Summary of Investment Information (AIP Policy 2012),35080,https://disclosures.ifc.org/project-detail/SII/35080/valle-solar-pv,Risk Management,Compania Hondurena de Energia Solar SA de CV,Honduras,HDS,Infrastructure,B,Regional Industry INF LAC & EUR,Active,27-Oct-2014,09-Jan-2015,13-May-2015,12-Feb-2016,0.75,,30.0,,30.75,HN,15-Sep-2024
27-Jun-2014,BMR Wind,Summary of Investment Information (AIP Policy 2012),35081,https://disclosures.ifc.org/project-detail/SII/35081/bmr-wind,Loan,BMR Jamaica Wind Limited,Jamaica,JAM,Infrastructure,B,Regional Industry INF LAC & EUR,Completed,29-Jul-2014,14-Oct-2014,24-Dec-2014,27-Jan-2015,,,10.0,,10.0,JM,15-Sep-2024
12-Nov-2014,Gul Ahmed Wind Limited,Summary of Investment Information (AIP Policy 2012),35088,https://disclosures.ifc.org/project-detail/SII/35088/gul-ahmed-wind-limited,Loan,GUL AHMED WIND POWER LIMITED,Pakistan,PAK,Infrastructure,B,Regional Industry INF MCT,Active,15-Dec-2014,16-Jan-2015,19-Jan-2015,13-Jul-2015,,,11.7,3.3,15.0,PK,15-Sep-2024
06-Aug-2014,MSC Shipmanagement Limited,Summary of Investment Information (AIP Policy 2012),35174,https://disclosures.ifc.org/project-detail/SII/35174/msc-shipmanagement-limited,Loan,MSC SHIPMANAGEMENT LIMITED,World Region,WLD,Infrastructure,B,Gbl Infrastructure & Natural Resources,Completed,29-Sep-2014,14-Oct-2014,24-Nov-2014,02-Dec-2014,,,150.0,,150.0,99,15-Sep-2024
04-May-2015,Cap des Biches,Summary of Investment Information (AIP Policy 2012),35175,https://disclosures.ifc.org/project-detail/SII/35175/cap-des-biches,Risk Management,CG CAP DES BICHES SENEGAL,Senegal,SEN,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Active,25-Jun-2015,25-Jun-2015,25-Nov-2015,14-Dec-2015,9.0,,,,9.0,SN,15-Sep-2024
19-Sep-2014,Acme Solar NSM,Summary of Investment Information (AIP Policy 2012),35187,https://disclosures.ifc.org/project-detail/SII/35187/acme-solar-nsm,Loan,MEDHA ENERGY PRIVATE LIMITED,India,IND,Infrastructure,B,Regional Industry - INF Asia & Pac,Completed,24-May-2014,14-Jun-2013,20-Nov-2014,14-Jan-2015,,,50.0,,50.0,IN,15-Sep-2024
23-Jan-2015,CEI Water II,Summary of Investment Information (AIP Policy 2012),35266,https://disclosures.ifc.org/project-detail/SII/35266/cei-water-ii,Loan,CHINA EVERBRIGHT WATER LIMITED,China,CHA,Infrastructure,B,Regional Industry - INF Asia & Pac,Completed,13-Jan-2015,13-Jan-2015,19-Jan-2015,17-Apr-2015,,,80.0,70.0,150.0,CN,15-Sep-2024
14-May-2015,CWAG,Summary of Investment Information (AIP Policy 2012),35269,https://disclosures.ifc.org/project-detail/SII/35269/cwag,Loan,China Water Affairs Group Limited,China,CHA,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Active,08-May-2015,11-May-2015,15-May-2015,26-May-2015,,,40.0,29.68,69.68,CN,15-Sep-2024
06-Jan-2017,Xenel Wind Jordan,Summary of Investment Information (AIP Policy 2012),35348,https://disclosures.ifc.org/project-detail/SII/35348/xenel-wind-jordan,Risk Management,ABOUR ENERGY CO PSC,Jordan,JOR,Infrastructure,A,Regional Industry INF MCT,Active,07-Mar-2017,04-Aug-2017,15-Aug-2018,28-Feb-2019,2.0,,28.0,,30.0,JO,15-Sep-2024
04-Aug-2017,Daehan Wind Power Company,Summary of Investment Information (AIP Policy 2012),35349,https://disclosures.ifc.org/project-detail/SII/35349/daehan-wind-power-company,Risk Management,DAEHAN WIND POWER COMPANY PSC,Jordan,JOR,Infrastructure,A,Regional Industry INF MCT,Active,19-Oct-2017,06-Sep-2018,18-Sep-2018,22-Oct-2018,2.7,,11.43,,14.13,JO,15-Sep-2024
18-Nov-2014,"Energía Cinco Estrellas, S.A. de C.V.",Summary of Investment Information (AIP Policy 2012),35364,https://disclosures.ifc.org/project-detail/SII/35364/energía-cinco-estrellas-s.a.-de-c.v.,Risk Management,ENERGIA CINCO ESTRELLAS SA DE CV,Honduras,HDS,Infrastructure,B,Regional Industry INF LAC & EUR,Completed,08-Jan-2015,26-Feb-2015,20-Mar-2015,19-Jun-2015,1.35,,25.0,,26.35,HN,15-Sep-2024
07-Jul-2014,ACWA Kirikkale,Summary of Investment Information (AIP Policy 2012),35395,https://disclosures.ifc.org/project-detail/SII/35395/acwa-kirikkale,Loan,ACWA GUC ELEKTRIK ISLETME VE YONETIM SANAYI VE TICARET ANONIM SIRKETI,Turkiye,,Infrastructure,A,Regional Industry INF MCT,Active,11-Sep-2014,11-Nov-2014,28-Dec-2012,22-Jul-2015,,,125.0,,125.0,TR,15-Sep-2024
01-Feb-2019,Mazar IPP Afghan,Summary of Investment Information (AIP Policy 2012),35413,https://disclosures.ifc.org/project-detail/SII/35413/mazar-ipp-afghan,Risk Management,Afghan Power Plant Company,Afghanistan,AFG,Infrastructure,B,Regional Industry INF MCT,Pending Disbursement,08-Mar-2019,10-Oct-2019,15-Jun-2020,,1.5,,23.75,4.0,29.25,AF,15-Sep-2024
06-Oct-2014,Green Infra Wind,Summary of Investment Information (AIP Policy 2012),35415,https://disclosures.ifc.org/project-detail/SII/35415/green-infra-wind,Loan,Green Infra Corporate Solar Limited,India,IND,Infrastructure,B,Regional Industry - INF Asia & Pac,Completed,10-Nov-2014,05-Dec-2014,23-Feb-2015,28-Apr-2015,,,59.099998,,59.099998,IN,15-Sep-2024
03-Jul-2014,Shamsuna PV,Summary of Investment Information (AIP Policy 2012),35460,https://disclosures.ifc.org/project-detail/SII/35460/shamsuna-pv,Loan,SHAMSUNA POWER COMPANY LLC.,Jordan,JOR,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Active,08-Aug-2014,16-Sep-2014,30-Sep-2014,09-Apr-2015,,,9.85,,9.85,JO,15-Sep-2024
16-Jan-2015,ECO Brazil,Summary of Investment Information (AIP Policy 2012),35464,https://disclosures.ifc.org/project-detail/SII/35464/eco-brazil,Loan,BRAZIL PORT LOGISTICA OFFSHORE E ESTALEIRO NAVAL LTDA.,Brazil,BRA,Infrastructure,B,Regional Industry - INF LAC,Active,17-Feb-2015,14-Dec-2016,11-May-2017,30-May-2017,,,27.299999,,27.299999,BR,15-Sep-2024
03-Jul-2014,Adenium Jordan-1,Summary of Investment Information (AIP Policy 2012),35467,https://disclosures.ifc.org/project-detail/SII/35467/adenium-jordan-1,Loan,ZAHRAT AL-SALAM FOR ENERGY GENERATION PSC,Jordan,JOR,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Active,08-Aug-2014,02-Oct-2014,02-Oct-2014,16-Sep-2015,,,41.200001,,41.200001,JO,15-Sep-2024
07-Jul-2014,Arabia One Solar,Summary of Investment Information (AIP Policy 2012),35474,https://disclosures.ifc.org/project-detail/SII/35474/arabia-one-solar,Loan,ARABIA ONE FOR CLEAN ENERGY INVESTMENTS,Jordan,JOR,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Active,08-Aug-2014,28-Sep-2014,01-Oct-2014,18-Jun-2015,,,11.8,,11.8,JO,15-Sep-2024
01-Aug-2014,Jordan Solar One,Summary of Investment Information (AIP Policy 2012),35479,https://disclosures.ifc.org/project-detail/SII/35479/jordan-solar-one,Loan,Hawshah for Energy Generation PSC,Jordan,JOR,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Active,05-Sep-2014,25-Sep-2014,01-Oct-2014,10-Sep-2015,,,22.5,,22.5,JO,15-Sep-2024
03-Jul-2014,Falcon PV,Summary of Investment Information (AIP Policy 2012),35483,https://disclosures.ifc.org/project-detail/SII/35483/falcon-pv,Loan,FALCON MA'AN SOLAR POWER LLC,Jordan,JOR,Infrastructure,B,Regional Industry INF MCT,Active,08-Aug-2014,16-Sep-2014,30-Sep-2014,23-Dec-2015,,,13.1,,13.1,JO,15-Sep-2024
30-Jul-2018,Upper Trishuli-1,Summary of Investment Information (AIP Policy 2012),35701,https://disclosures.ifc.org/project-detail/SII/35701/upper-trishuli-1,Risk Management,NEPAL WATER AND ENERGY DEVELOPMENT CO PVT LTD,Nepal,NEP,Infrastructure,A,Regional Industry - INF Asia & Pac,Active,28-Sep-2018,21-Mar-2019,28-Oct-2019,25-Oct-2022,8.5,,90.0,14.6,113.099998,NP,15-Sep-2024
05-Dec-2014,Blue Bird IPO,Summary of Investment Information (AIP Policy 2012),35833,https://disclosures.ifc.org/project-detail/SII/35833/blue-bird-ipo,Equity,"BLUE BIRD, PT TBK",Indonesia,INS,Infrastructure,B,Regional Industry - INF Asia & Pac,Completed,03-Oct-2014,03-Oct-2014,13-Oct-2014,03-Nov-2014,,,,19.700001,19.700001,ID,15-Sep-2024
23-Sep-2016,Segou Solaire,Summary of Investment Information (AIP Policy 2012),35853,https://disclosures.ifc.org/project-detail/SII/35853/segou-solaire,Risk Management,SEGOU SOLAIRE SA,Mali,MLI,Infrastructure,B,Regional Industry - INF ME & Africa,Hold,15-Dec-2016,17-May-2017,,,5.28,,11.4,4.56,21.24,ML,15-Sep-2024
30-Sep-2014,Everstone III,Summary of Investment Information (AIP Policy 2012),35855,https://disclosures.ifc.org/project-detail/SII/35855/everstone-iii,Equity,EVERSTONE CAPITAL PARTNERS III LP,India,IND,Infrastructure,FI-2,"Disruptive Tech, Service & Funds",Active,03-Nov-2014,04-Nov-2014,28-Jan-2015,16-Jul-2015,,,,50.0,50.0,IN,15-Sep-2024
24-Nov-2014,Gaia Equity,Summary of Investment Information (AIP Policy 2012),35909,https://disclosures.ifc.org/project-detail/SII/35909/gaia-equity,Equity,ALCAZAR ENERGY PARTNERS LTD,"Middle East, Pakistan, and Afg Region",,Infrastructure,A,Gbl Infrastructure &amp; Natural Resources,Completed,26-Jan-2015,22-Jun-2016,31-May-2015,07-Dec-2015,,,,25.25,25.25,,15-Sep-2024
20-Aug-2015,Karot Hydro,Summary of Investment Information (AIP Policy 2012),36008,https://disclosures.ifc.org/project-detail/SII/36008/karot-hydro,Loan,KAROT POWER COMPANY (PVT.) LIMITED,Pakistan,PAK,Infrastructure,A,Regional Industry INF MCT,Active,22-Oct-2015,19-May-2016,25-Nov-2016,12-Apr-2017,,,100.0,,100.0,PK,15-Sep-2024
